암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,성모마취통증의학과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 덕영대로1201번길 8, 101호 (권선동)",마취통증의학과,2001-09-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성모맑은숨이비인후과의원,의원,경기도,의정부시,"경기도 의정부시 행복로 31, 지상2층 (의정부동)",이비인후과,1997-09-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,성모맑은의원,의원,경기도,부천시 오정구,"경기도 부천시 오정구 성지로 101, 보영, 3층일부 (원종동)",일반의,2024-05-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,성모메트로정형외과의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 중앙로 1575, 2층 201호, 201-1호, 202호, 203호 (대화동)",정형외과,2019-05-07
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,성모민정신건강의학과의원,의원,경기도,광주시,"경기도 광주시 광주대로 41, 2층 (경안동)",정신건강의학과,2025-09-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,성모바른길정형외과의원,의원,경기도,광명시,"경기도 광명시 광명로832번길 5, 센트럴광명 401~405호 (광명동)",정형외과,2022-09-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,성모바른내과의원,의원,경기도,동두천시,"경기도 동두천시 지행로 49, 청솔프라자 2층 (지행동)",내과,2022-04-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,성모바른소아청소년과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 곡반정로 160, 라퍼스트 5층 510,511,517,518,522호 (곡반정동)",소아청소년과,2023-08-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz,성모바른정형외과의원,의원,경기도,남양주시,"경기도 남양주시 별내면 청학로92번길 4, 2,3층 203~209, 303~309호",정형외과,2024-08-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,성모베스트 정신건강의학과의원,의원,경기도,남양주시,"경기도 남양주시 늘을2로14번길 3, 에이스프라자 6층 604,605호 (호평동)",정신건강의학과,2020-03-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,성모베스트내과의원,의원,경기도,시흥시,"경기도 시흥시 장곡로 50, (주)진보유통 301호 일부, 303호 (장곡동)",내과,2021-03-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,성모베스트이비인후과의원,의원,경기도,포천시,"경기도 포천시 소흘읍 솔모루로 55, 6층",이비인후과,2016-02-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,성모베스트정형외과의원,의원,경기도,광명시,"경기도 광명시 범안로 1049, 성원빌딩 4층 일부호 (하안동)",정형외과,2025-03-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,성모별빛소아청소년과의원,의원,경기도,남양주시,"경기도 남양주시 별내5로5번길 3, 3층 301호 (별내동, 마들프라자)",소아청소년과,2012-08-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,성모본정형외과의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 해양4로 26, 4층 401~5호 (사동)",정형외과,2024-10-29
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,성모봄날정신건강의학과의원,의원,경기도,의정부시,"경기도 의정부시 오목로225번길 140, 201호 (민락동)",정신건강의학과,2025-06-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,성모봄빛정신건강의학과의원,의원,경기도,김포시,"경기도 김포시 김포한강9로 73, 김포센트럴프라자 406호 (구래동)",정신건강의학과,2025-10-24
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,성모봄안과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 214, 다운타운빌딩 405호 (호계동)",안과,2025-06-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,성모부부내과의원,의원,경기도,포천시,"경기도 포천시 영북면 영북로 180, 3층",내과,2021-02-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,성모브이아이피신경외과의원,의원,경기도,화성시,"경기도 화성시 동탄순환대로 127-9, 우성애비뉴타워 301~305호 (산척동)",신경외과,2021-10-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,성모비뇨기과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 115, 5층 (태평동)",비뇨의학과,2006-04-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,성모사랑내과의원,의원,경기도,평택시,"경기도 평택시 지제동삭2로 181-26, Adriamedi Tower 3층 303,304호 (동삭동)",내과,2019-05-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,성모사랑정신건강의학과의원,의원,경기도,의정부시,"경기도 의정부시 청사로 37, 신세계프라자 2층 206호 (금오동)",정신건강의학과,2018-05-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz,성모삼성마취통증의학과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 한보라1로 8, 스카이프라자 403, 404호 (보라동)",마취통증의학과,2022-05-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,성모센트럴마디척의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 무궁화로 32-12, 라페스타E 401(일부)호 (장항동)",일반의,2023-04-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,성모소아청소년과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 화랑로 20-2, 2층 (화전동)",소아청소년과,2014-11-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,성모속튼튼내과의원,의원,경기도,포천시,"경기도 포천시 소흘읍 봉솔로5길 27, 2층 202호",내과,2019-07-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,성모수내과의원,의원,경기도,의정부시,"경기도 의정부시 청사로 50, 303~306호,402~404호 (금오동)",내과,2016-11-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,성모수소아청소년과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 금곡로 112, 이수프라자 304~308호 (금곡동)",소아청소년과,2006-03-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,성모수정형외과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 부흥로 262, 2층 (중동)",정형외과,2016-01-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,성모신경외과의원,의원,경기도,의왕시,경기도 의왕시 사천2길 12 (왕곡동),신경외과,1997-03-02
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,성모신경정신건강의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로 926, 510호 (야탑동, 메트로빌딩)",정신건강의학과,1997-03-18
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,성모안과의원,의원,경기도,구리시,"경기도 구리시 경춘로 239, 리맥스빌딩 504-1,507~511,513호 (인창동)",안과,1990-02-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz,성모안과의원,의원,경기도,부천시 오정구,경기도 부천시 오정구 소사로 758 (원종동),안과,1990-04-26
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,성모안과의원,의원,경기도,광명시,"경기도 광명시 오리로 957, 2층 (광명동, 누가빌딩)",안과,1992-05-07
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,성모안과의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 본삼로 51, 201호 (본오동, 리치스빌딩)",안과,1995-05-11
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,성모안과의원,의원,경기도,하남시,"경기도 하남시 신평로 49, 4층 (신장동)",안과,1995-06-20
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,성모안과의원,의원,경기도,수원시 팔달구,경기도 수원시 팔달구 권광로 195 (인계동),안과,2004-01-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,성모안과의원,의원,경기도,남양주시,"경기도 남양주시 늘을2로 20, 305호 (호평동, 씨에이치리베로)",안과,2005-12-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,성모안과의원,의원,경기도,양주시,경기도 양주시 회정로 120 (덕정동),안과,2008-01-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,성모안과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 선부광장1로 56, 404호 (선부동, 일성빌딩)",안과,2015-01-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,성모안과의원,의원,경기도,의정부시,"경기도 의정부시 평화로 561, 화승빌딩 2~4층 (의정부동)",안과,2001-12-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,성모에스마취통증의학과의원,의원,경기도,광명시,"경기도 광명시 오리로 870, 7층 (철산동)",마취통증의학과,2012-10-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,성모에이치마취통증의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 서현로210번길 2, 성지하이츠텔 4층 (서현동)",마취통증의학과,2019-04-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,성모예일내과의원,의원,경기도,양주시,"경기도 양주시 삼숭로38번길 80 (삼숭동, 양주프라자1 2305호)",내과,2006-04-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,성모오케이마취통증의학과의원,의원,경기도,화성시,"경기도 화성시 동탄솔빛로 67, 2층 203호 (반송동, 성우프라자)",마취통증의학과,2016-03-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,성모오케이정형외과의원,의원,경기도,구리시,"경기도 구리시 갈매중앙로 91, 403호 404호 (갈매동, 한덕프라자)",정형외과,2016-12-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,성모온산부인과의원,의원,경기도,남양주시,"경기도 남양주시 다산중앙로145번길 17, 5층 504,505호 (다산동)",산부인과,2022-09-14
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,성모우리내과의원,의원,경기도,광주시,경기도 광주시 퇴촌면 광동로 33,내과,2013-10-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz,성모우리내과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 소삼로 20, 4층, 5층 (소사본동)",내과,2018-07-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,성모우리이비인후과의원,의원,경기도,화성시,"경기도 화성시 동탄대로시범길 134, 판매시설 2125호~2132호 (청계동, 시범 반도유보라 아이비파크4.0)",이비인후과,2016-03-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,성모원내과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 야탑로 102, 뉴젠빌원룸텔 201~204호, 206~207호 (야탑동)",내과,2022-08-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,성모웰피부과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 풍덕천로 119, 211일부,212호 (풍덕천동, 로얄스포츠센터)",피부과,2000-02-15
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,성모윌병원,병원,경기도,성남시 수정구,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",일반의,2017-08-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,성모유외과의원,의원,경기도,평택시,"경기도 평택시 비전2로 194, 소사벌 어반테라스 2층 (비전동)",외과,2021-12-17
2026.1.1. 이후 폐업된 요양기관 등,성모의원,의원,경기도,남양주시,"경기도 남양주시 와부읍 수레로9번길 11, 305호 (선플렉스)",일반의,1990-05-08
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,성모의원,의원,경기도,가평군,경기도 가평군 가평읍 가화로 75,일반의,1991-05-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,성모의원,의원,경기도,안성시,경기도 안성시 죽산면 죽주로 256,일반의,1991-11-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,성모의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 경수대로302번길 32, 203호 (권선동, 성지상가)",일반의,1995-11-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,성모의원,의원,경기도,양주시,경기도 양주시 평화로 1435 (덕계동),일반의,1996-01-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,성모의원,의원,경기도,부천시 소사구,경기도 부천시 소사구 성주로 90 (송내동),일반의,1994-10-10
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,성모의원,의원,경기도,안양시 만안구,경기도 안양시 만안구 와룡로 34 (석수동),일반의,2001-11-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,성모이비인후과의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 선부광장1로 66, 207호 (선부동, 용헌빌딩)",이비인후과,1996-02-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz,성모이비인후과의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 금령로 19, 2층 (김량장동)",이비인후과,2000-04-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,성모이비인후과의원,의원,경기도,의정부시,"경기도 의정부시 충의로 62, 4층 (용현동, 경운빌딩)",이비인후과,2009-03-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,성모자혜의원,의원,경기도,평택시,경기도 평택시 서정역로36번길 11-3 (서정동),일반의,1997-05-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,성모재활의학과의원,의원,경기도,김포시,"경기도 김포시 김포대로 831, 2층 (사우동, 서울메디컬센터)",재활의학과,2003-06-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,성모정신건강의학과의원,의원,경기도,광주시,"경기도 광주시 광주대로55번길 21, 디에이치타워 3층 301,303호 (경안동)",정신건강의학과,2003-03-28
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,성모정신과의원,의원,경기도,의정부시,경기도 의정부시 태평로 110 (의정부동),정신건강의학과,1999-05-10
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,성모정형외과의원,의원,경기도,화성시,경기도 화성시 향남읍 삼천병마로 177 (1~3층),정형외과,1990-03-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,성모정형외과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 충장로 134, 3층 307호 (행신동, 아이프라자)",정형외과,1998-12-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,성모정형외과의원,의원,경기도,의왕시,"경기도 의왕시 모락로 16, 502호 (오전동, 현대프라자)",정형외과,2003-04-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,성모정형외과의원,의원,경기도,김포시,"경기도 김포시 사우중로 82, 4층 (사우동, 사우프라자)",정형외과,2000-12-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,성모정형외과의원,의원,경기도,양주시,경기도 양주시 독바위로 5 (덕정동),정형외과,2004-05-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,성모정형외과의원,의원,경기도,파주시,"경기도 파주시 조리읍 통일로 317, 2,3층",정형외과,2005-02-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,성모정형외과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 중부대로 240, 2층.4층.5층 (매탄동)",정형외과,1991-04-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,성모좋은정신건강의학과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 화신로260번길 57, 요진타워 601호, 602-1호 (화정동)",정신건강의학과,2024-03-15
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,성모척관병원,병원,경기도,수원시 장안구,경기도 수원시 장안구 수성로 330(영화동),일반의,2013-08-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,성모키즈소아청소년과의원,의원,경기도,화성시,"경기도 화성시 봉담읍 동화길 81-10, 405호",소아청소년과,2019-05-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,성모탑내과의원,의원,경기도,화성시,"경기도 화성시 향남읍 행정중앙2로 63-9, 2층",내과,2016-09-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,성모튼튼365정형외과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 권율대로 885, 203~205호 (신원동)",정형외과,2024-03-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDgjJDgz,성모튼튼마취통증의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 위례광장로 300, 7층 701호 (창곡동, 위례중앙역중앙타워)",마취통증의학과,2017-08-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,성모튼튼마취통증의학과의원,의원,경기도,의정부시,"경기도 의정부시 시민로 118, 은덕빌딩 가동 2층 (의정부동)",마취통증의학과,2021-05-24
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,성모튼튼마취통증의학과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 범안로 117, 현대리치모아 609~610호 (범박동)",마취통증의학과,2025-06-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,성모튼튼재활의학과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 경수대로 428, 306호-308호 (호계동, 덕유파크)",재활의학과,2017-03-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,성모튼튼정형외과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 183, 영라이프빌딩 2층일부호,401호,402호 (중동)",정형외과,2000-09-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,성모튼튼정형외과의원,의원,경기도,포천시,"경기도 포천시 중앙로 109-1, 2-4층 (신읍동)",정형외과,2023-09-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,성모퍼스트내과의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 곡반정로 160, 라퍼스트 4층 401~406호 (곡반정동)",내과,2023-03-22
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,성모퍼스트내과의원,의원,경기도,시흥시,"경기도 시흥시 은계번영길 9, 골드웨이Ⅰ 301~306, 309~310호 (은행동)",내과,2025-10-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,성모편안내과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 흥안대로456번길 11, 303,304호 (평촌동, 본프라자빌딩)",내과,2014-03-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,성모편한내과의원,의원,경기도,의정부시,"경기도 의정부시 발곡로 30, 4층 1호 (신곡동)",내과,2020-04-17
